Project Number,Name,Sector,Province,Amount
49189,HOLA-PONDO SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,96750
47270,HORIZON THUSANANG,SPORT & RECREATION,LIMPOPO,50000
48191,IMMERPAN PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48201,JIM CHAVANI HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48527,JIM TSHIVHONELO PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,131900
48236,JOHANNES MASIBE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48689,JONAS LESETJA LEDWABA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47738,JOSEPH MAENETJA JUNIOR PRIMARY,SPORT & RECREATION,LIMPOPO,221300
48134,KABELO COMBINED SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47945,KAU MAGANA SCHOOL FUND,SPORT & RECREATION,LIMPOPO,180000
48328,KGADIMO SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
49031,KGAPANE HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,175300
48634,KGOMONTSWERE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48808,KGOPODI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,179000
48280,KHAKHANWA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,175972
46317,KHANIMAMBA TRAINING AND RESOURCE CENTRE,SPORT & RECREATION,LIMPOPO,50000
47737,KHEOPENE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,221300
49182,KHOMISANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,113750
48484,KHUBUDI HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48929,KHWEVHA COMMERCIAL SCHOOL,SPORT & RECREATION,LIMPOPO,100000
49028,KILETSA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,175750
37590,KING'S COURT SCHOOL,SPORT & RECREATION,LIMPOPO,300000
48106,KOLOFANE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,170821
46431,KOPA SECONDARY SCHOOL COMMITTEE,SPORT & RECREATION,LIMPOPO,467586
48596,LEHLABILE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48170,LEKANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47730,LEKGOLO-MAAKE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,79660
49354,LERAJANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,92000
38091,LETABA FET COLLEGE (MAAKE CAMPUS),SPORT & RECREATION,LIMPOPO,990000
46663,LIMPOPO ACADEMY OF SPORT,SPORT & RECREATION,LIMPOPO,750000
49283,LOBAMBA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,88400
60549,LUHENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48773,LURENZHENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
46357,LUVHAIVHAI SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,350000
46281,MABU PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,532500
47987,MACK SEMEKA JUNIOR SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48632,MAGANGENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,172447
48611,MAGATAGABOTSE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48098,MAGATE LEOPE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48433,MAGIDI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48865,MAHLAKODISHE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
46246,MAHLASHI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,737500
46231,MAIJANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,707500
47383,MAKALAKANYE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,219000
47957,MAKEKE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48175,MAKGATSIKE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,167836
47723,MAKHEALA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,500000
46160,MAKHUVA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,477328
48206,MALESE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
37585,MALOBA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,200000
48890,MAMOLEMANE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48879,MANAMANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,206083
47578,MANG LE MANG SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,499680
48918,MANGOLWANE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,50000
48852,MANKETE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47933,MANYAKU SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47734,MAOWANENG SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48534,MAPAANA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,191410
49316,MAPHUTHE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48907,MARAKABELA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,199515
47831,MARAPONG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48805,MAREOLOGE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47855,MASEKWANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,221300
48653,MASERUMULE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48462,MASHAU PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48344,MASOKISI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48899,MATOANZIE SCHOOL,SPORT & RECREATION,LIMPOPO,69729
47726,MATOME MODIKA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47638,MATUMA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
46389,MAVHUNGA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,300000
47870,MAYEKE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,150000
48992,MBALENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,97770
48868,MMAPHAI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47416,MOGOBOYA RAMODIKE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,182780
48511,MOHALE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,67500
48659,MOHLABETSI SCHOOL COMMITTEE,SPORT & RECREATION,LIMPOPO,182000
48429,MOHLATLEGO MACHABA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48953,MOHLATSENGWANE SENIOR SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,184000
48797,MOKHULWANE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48306,MOKOPE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,150000
49035,MOKOTO HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48337,MOKWASELE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47706,MOLEMOLE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,86874
48871,MONTSHENG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
37786,MOPANI SOUTH EAST FURTHER EDUCATION AND TRAINING COLLEGE,SPORT & RECREATION,LIMPOPO,980000
48854,MOROATHEBE SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48686,MORWAKGWADI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48383,MORWATSHEHLA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47902,MOSHEGE HIGHER PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,42400
48179,MOTHEONG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48330,MOTSE MARIA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48438,MPHAPHULI HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47760,MPHELENG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,99995
47424,MPHIRI-O-TEE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,178900
46406,MUGIVHI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,220000
48897,MUHANELWA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,225000
49396,MUILA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,93810
47829,MUNNIK PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,98000
48415,MURANGONI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48374,MUSHIYANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47731,NAKEDI KOBE SCHOOL,SPORT & RECREATION,LIMPOPO,83000
48158,NDINDANIHLOMELA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
49507,NGAKANA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,94940
48696,NGWANAMPHAHLELE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
39714,NKUNGUMATHE YOUTH DEVELOPMENT FORUM,SPORT & RECREATION,LIMPOPO,482685
48944,NTLAISHENG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47755,NYAKHOROANA COMBINED SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47901,NYAKU SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48325,PFUNANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48687,PHAWENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47964,PHOKANOKA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
40362,PHOKELA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,155800
47917,PUPUTLE SCHOOL FUND,SPORT & RECREATION,LIMPOPO,100000
46343,RAMAHANTSHA HIGH  PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,99944
38031,RAMAKHUMA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,50001
48834,RAMATIMANA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,107300
37473,RAMMUPUDU PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,258500
48657,RATSHIEDANA SENIOR PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48931,RUNNYMEDE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,190650
48939,S.M NKOANA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,102010
48357,SARA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,186285
47762,SEBAKANAGA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,220000
46239,SEGOPOTJE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,486067
46239,SEGOPOTJE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,486069
47732,SEKGWARE HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47807,SEMARELA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48446,SENAKWE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100675
48516,SERIPE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,107300
48793,SEROKOLO SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48970,SETHONG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48363,SETTLERS AGRICULTURAL HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48850,SEVENGWANA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,107300
48759,SHILUNGWA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48313,SHOTONG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48388,THABINA SCHOOL COMMITTEE,SPORT & RECREATION,LIMPOPO,180000
48274,THOHOYANDOU SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,137340
47302,TIYISELANI MAGEVA EARLY LEARNING CENTRE,SPORT & RECREATION,LIMPOPO,50000
49184,TLAKULANI SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,113750
46382,TOVHOWANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,350000
47173,TSHAKHUMA JUNIOR PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,355000
49422,TSHIAWELO SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48844,TSHIFHATANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
49086,TSHIKANOSHI SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
46340,TSHIRUNZANANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,430065
46384,TSHIVHAMBE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,250000
48735,TSHIVHULANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,96725
49358,TSHIVHUYUNI SCHOOL,SPORT & RECREATION,LIMPOPO,100000
46363,TUMISANG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,110069
37765,UNIVERSITY OF LIMPOPO,SPORT & RECREATION,LIMPOPO,884460
5678,UNIVERSITY OF VENDA,SPORT & RECREATION,LIMPOPO,1088235
48314,VAHLAVE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48144,VASASELE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,199180
48822,XIMIXONI SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48370,VUKILE JUNIOR PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48720,ARBOR PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,102530
48131,BABINATAU SENIOR SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48011,BEKEZELA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48165,BEN W. MASHEGO SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48285,BUYISONTO PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
47454,CAMBRIDGE ACADEMY (WITBANK),SPORT & RECREATION,MPUMALANGA,180000
48627,COPHETSHENI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
49313,DANIYE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
47644,ECKSON MASOTJA CHILOANE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,337300
39124,EHLANZENI FET COLLEGE,SPORT & RECREATION,MPUMALANGA,750000
48178,EKUPHAKAMENI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48425,ERIC NXUMALO SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,183000
49074,HLAVATHI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,119246
48055,HLEZIKUHLE SCHOOL,SPORT & RECREATION,MPUMALANGA,102000
39054,HOERSKOOL KANONKOP,SPORT & RECREATION,MPUMALANGA,306843
49062,ISIFISOSETHU SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48940,JAMEYANA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
46435,KHANYISA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,531900
48129,KWAKWARI PRIMARY. SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
49100,KWANDEBELE SCIENCE SCHOOL,SPORT & RECREATION,MPUMALANGA,57046
38991,LAERSKOOL BERGLAND,SPORT & RECREATION,MPUMALANGA,300000
49153,LAERSKOOL LAEVELD,SPORT & RECREATION,MPUMALANGA,180000
48977,LEKANANG PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48594,LEKETE SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48628,LINDOKUHLE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48090,LUNGISANI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48198,M O MASHEGO LOWER PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,179545
41736,MAFU SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,150000
47353,MAGODONGO PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,10613
49076,MAKGAHLISHE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48334,MALAVUTELA SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48186,MANTJEDI SPECIAL SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48803,MAPATELETSE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
47628,MAQHAWE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48196,MASANA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,66275
48604,MASWAMENI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,90000
48582,MBAZIMA LP SCHOOL,SPORT & RECREATION,MPUMALANGA,94737
39026,MBONGO PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,450000
48199,MBONGO PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
49250,MGWEZANI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
47784,MOKGAWANE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,209400
48677,MPHAKU PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,109457
48166,MPISI JUNIOR PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
46555,MPUMALANGA CRICKET UNION,SPORT & RECREATION,MPUMALANGA,1455000
46601,MPUMALANGA TENNIS ASSOCIATION,SPORT & RECREATION,MPUMALANGA,549456
48560,NDLAVELA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
49048,NELSPRUIT HIGH SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48681,NKWENKWEZI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,43060
46432,NOBUHLE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48945,NYANDENI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,97770
47653,POWERLINE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,135679
48584,REKWELE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
47782,SIBONGILE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,500000
48113,SIKHULILE SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
47601,SIMUYEMBIWA COMBINED SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
48991,SINDAWONYE SENIOR PHASE SCHOOL,SPORT & RECREATION,MPUMALANGA,160000
48194,SOMLOKOTHWA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,80000
47600,SOMSUSWA SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48502,SOTHEMBANI PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,106173
46699,SOUTH AFRICAN WRESTLING FEDERATION,SPORT & RECREATION,MPUMALANGA,1813149
48416,STEENBOK SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
47607,SWARTKLIP COMBINED SCHOOL,SPORT & RECREATION,MPUMALANGA,180000
39030,THEMBALIHLE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,300000
48190,THEMBALIHLE PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48367,THEMBEKA PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
49093,TLADISHI SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,128900
48911,TLHAME PRIMARY SCHOOL,SPORT & RECREATION,MPUMALANGA,49000
48695,TSHEPEHA COMBINED SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
48576,VEZUBUHLE SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,100000
39057,VUKUQHAKAZE SECONDARY SCHOOL,SPORT & RECREATION,MPUMALANGA,350000
48441,BAITIREDI TECHNICAL AND COMMERCIAL HIGH SCHOOL,SPORT & RECREATION,NORTHERN CAPE,210620
39148,DE AAR JUNIOR PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,294598
48083,DIQHOBONG INTERMEDIATE SCHOOL,SPORT & RECREATION,NORTHERN CAPE,100000
48542,FRIESDALE PRIMERE SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
46584,GRIQUALAND WEST CRICKET BOARD,SPORT & RECREATION,NORTHERN CAPE,1000000
39603,HOERSKOOL KATHU,SPORT & RECREATION,NORTHERN CAPE,200000
39174,HOERSKOOL UPINGTON,SPORT & RECREATION,NORTHERN CAPE,350000
48375,ISAGONTILE PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48757,KEGOMODITSWE SECONDARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
47555,KIMBERLEY BOYS HIGH SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
49233,KIMBERLEY CRICKET ASSOCIATION,SPORT & RECREATION,NORTHERN CAPE,200000
39365,KIMBERLEY TRAINING CENTRE (INTELLECTUALLY IMPAIRED),SPORT & RECREATION,NORTHERN CAPE,200000
47548,LAERSKOOL DU TOITSPAN,SPORT & RECREATION,NORTHERN CAPE,180000
39274,LAERSKOOL KATHU,SPORT & RECREATION,NORTHERN CAPE,248922
48486,MAIPHINICKE PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48652,MANKURWANE  INTERMEDIATE SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
47764,MARATADITSE PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48777,MASIZA PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48648,MOLEHABANGWE PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
47545,NAMAKWALAND HIGH SCHOOL,SPORT & RECREATION,NORTHERN CAPE,151207
48760,NAMETSEGANG HIGH SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48359,SEGONYANA PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48646,SOL-PLAATJE PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
49085,SOVERBY PRIMERE SKOOL,SPORT & RECREATION,NORTHERN CAPE,100000
49333,ST PATRICK'S COLLEGE,SPORT & RECREATION,NORTHERN CAPE,166167
48783,TLHARESENG PRIMARY SCHOOL,SPORT & RECREATION,NORTHERN CAPE,180000
48554,ARE FENYENG PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
46844,ATHLETICS CENTRAL NORTH WEST,SPORT & RECREATION,NORTH WEST,1143780
48022,B K GUMA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
37886,BAKGOFA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,350000
40207,BAKWENA MIDDLE HIGH SCHOOL,SPORT & RECREATION,NORTH WEST,350000
48023,CHARLES MAMOGALE PRIMARY,SPORT & RECREATION,NORTH WEST,180000
37893,EDWARD PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,150000
47954,GA ISRAEL PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
48053,GAESEGWE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
48079,GAETSALWE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
49075,GAMKA EAST PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
46240,HOERSKOOL KLERKSDORP,SPORT & RECREATION,NORTH WEST,350000
49125,HOERSKOOL RUSTENBURG,SPORT & RECREATION,NORTH WEST,100000
49104,HOERSKOOL SCHOONSPRUIT,SPORT & RECREATION,NORTH WEST,100000
47398,INKONJANE MIDDLE SCHOOL,SPORT & RECREATION,NORTH WEST,180000
48045,IPAAKANYENG PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
47314,ITHUTENG DIPUO FOUNDATION,SPORT & RECREATION,NORTH WEST,49900
47955,ITLAMENG PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,112000
49071,KAKANYO PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,169900
47794,KGOLANE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,197950
48271,KGOSIKEEHE SCOTCH  MANKUROANE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
47740,KLEINFONTEIN COMBINED SCHOOL,SPORT & RECREATION,NORTH WEST,179000
49306,KLERKSDORP SECONDARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
47587,LAERSKOOL BURGERSDORP,SPORT & RECREATION,NORTH WEST,199597
49338,LAERSKOOL OTTOSDAL,SPORT & RECREATION,NORTH WEST,100000
49187,LAERSKOOL RUSTENBURG,SPORT & RECREATION,NORTH WEST,92201
49237,LAERSKOOL UNIE,SPORT & RECREATION,NORTH WEST,180000
40132,LAERSKOOL ZEERUST,SPORT & RECREATION,NORTH WEST,300000
48009,LANGA LA SEMBO HIGH SCHOOL,SPORT & RECREATION,NORTH WEST,180634
40084,LEEMA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,300000
48469,LEEMA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
49216,LEOPARDS RUGBY UNION,SPORT & RECREATION,NORTH WEST,800000
48063,LERETLETSE-LESEDI SECONDARY SCHOOL,SPORT & RECREATION,NORTH WEST,190000
47756,LETSAPA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
40187,LOGAGA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,300000
48619,LORATO PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
47936,MAHUBE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,181089
49300,MAKGETHE MIDDLE SCHOOL,SPORT & RECREATION,NORTH WEST,180000
47926,MAKWELENG PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100531
48978,MANAMOLELA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
46218,MATHOPESTAD PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,415000
48597,MATSHENG PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
48636,MMAMONWANA PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,65412
48626,MMATOPE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
48671,MMUSI PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
40191,MOFUFUTSO PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,264534
47712,MOFUFUTSO PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
47736,MOILETSOANE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,528000
48078,MOLEMA MEMORIAL PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,180000
39949,MOLOTLEGI MALEBYE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,287000
48848,MONNAAPHANG SEBOGODI PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,183000
47986,MONTAGU DRIVE PRIMARY SCHOOL,SPORT & RECREATION,NORTH WEST,100000
40148,MOSONYANE MIDDLE SCHOOL,SPORT & RECREATION,NORTH WEST,200000
