Project Number,Name,Province,Sector,Amount
43744,Dementia Sa,WESTERN CAPE,CHARITIES,610000
45019,Desmond Tutu HIV Foundation,WESTERN CAPE,CHARITIES,125000
42518,Diabetes South Africa-Western Cape Branch,WESTERN CAPE,CHARITIES,679533
45084,Diakonale Dienste Saron Gemeenskapsdiens,WESTERN CAPE,CHARITIES,327075
44696,Die Afrikaanse Christelike Vroue - Vereniging Koeberg Tak,WESTERN CAPE,CHARITIES,393337
43519,Die Afrikaanse Christelike Vrouevereniging Swellendam,WESTERN CAPE,CHARITIES,667898
51139,Die Goue Jare Dienssentrum,WESTERN CAPE,CHARITIES,108501
51091,Die Quasar Trust,WESTERN CAPE,CHARITIES,204800
10520,Disabled People South Africa - Free State Province,WESTERN CAPE,CHARITIES,321465
40757,Dominican - Grimley School,WESTERN CAPE,CHARITIES,317498
49790,Drakenstein Palliative Hospice,WESTERN CAPE,CHARITIES,941400
41495,Dysselsdorp Community After-Care Centre,WESTERN CAPE,CHARITIES,85455
43734,Early Years Services,WESTERN CAPE,CHARITIES,382000
42265,Ebenhaeser Dienssentrum,WESTERN CAPE,CHARITIES,677122
51804,Education Alive,WESTERN CAPE,CHARITIES,107559
49916,Ekuhlaleni Community Pre-School Project,WESTERN CAPE,CHARITIES,460000
45073,Empilweni,WESTERN CAPE,CHARITIES,799786
49802,Empilweni,WESTERN CAPE,CHARITIES,562500
42266,Epilepsy South Africa,WESTERN CAPE,CHARITIES,2897000
44935,FAMSA Knysna,WESTERN CAPE,CHARITIES,580075
50234,FASfacts,WESTERN CAPE,CHARITIES,628915
49770,Fikelela Aids Project,WESTERN CAPE,CHARITIES,428077
51492,Franschhoek Hospice,WESTERN CAPE,CHARITIES,145000
45074,Franschhoek Society For The Prevention Of Cruelty To Animals,WESTERN CAPE,CHARITIES,210000
50472,Friends Day Centre,WESTERN CAPE,CHARITIES,897095
42667,Gender Dynamix,WESTERN CAPE,CHARITIES,236476
28414,George Association For The Physically Disabled,WESTERN CAPE,CHARITIES,183000
50469,George Child And Family Welfare,WESTERN CAPE,CHARITIES,485108
50072,Goeie Hoop Sielkundige Diens,WESTERN CAPE,CHARITIES,400000
43521,Goodwood Jubilee Memorial Homes T/A Protea Home,WESTERN CAPE,CHARITIES,459197
33423,Grandmothers Against Poverty & Aids (GAPA),WESTERN CAPE,CHARITIES,118500
44865,Hawston Health And Welfare Organisation,WESTERN CAPE,CHARITIES,551000
45238,Heart-To-Heart Care Centre,WESTERN CAPE,CHARITIES,336000
52202,Heaven's Nest Child Care & Recreation Centre,WESTERN CAPE,CHARITIES,249600
44289,Helderberg Society For The Aged,WESTERN CAPE,CHARITIES,695000
51834,Helderberg Stroke Support Group,WESTERN CAPE,CHARITIES,50830
42460,Help2read,WESTERN CAPE,CHARITIES,461537
50715,"Huis Horizon Sentrum Vir Die Versorging Van Intellektueel
Gestremde Volwasse Mense",WESTERN CAPE,CHARITIES,200000
45443,"Huis Malan Jacobs - ACVV Tehuis Vir Bejaardes, Laingsburg",WESTERN CAPE,CHARITIES,340000
33662,Ikhaya Labantwana Educare,WESTERN CAPE,CHARITIES,21150
53154,Ikwezi Lokusa Educare Centre,WESTERN CAPE,CHARITIES,130000
33449,Ilitha Educare Centre,WESTERN CAPE,CHARITIES,89225
43645,Ilitha Educare Centre,WESTERN CAPE,CHARITIES,280000
50236,Imizamo Yethu Day Care Centre,WESTERN CAPE,CHARITIES,490000
44704,Inclusive Education Western Cape,WESTERN CAPE,CHARITIES,426500
50053,Instituut Vir Dowes (National Institute For The Deaf),WESTERN CAPE,CHARITIES,2270708
43647,Iphuphalam Educare Centre,WESTERN CAPE,CHARITIES,470084
45344,James House,WESTERN CAPE,CHARITIES,944000
43595,Jireh Community Projects,WESTERN CAPE,CHARITIES,1192200
51498,Jo-Dolphin Speciale Care Centre,WESTERN CAPE,CHARITIES,258227
50199,Kabouternessie Crèche,WESTERN CAPE,CHARITIES,144950
51326,Kapteintjies Se Dagsorg,WESTERN CAPE,CHARITIES,201500
50319,Karoo Animal Protection Society,WESTERN CAPE,CHARITIES,200000
31870,Karoo SPCA Beaufort West,WESTERN CAPE,CHARITIES,244800
44953,Khanyisa School,WESTERN CAPE,CHARITIES,621537
50421,Khomani San Aids Project,WESTERN CAPE,CHARITIES,292000
49777,Knysna / Sedgefield Hospice,WESTERN CAPE,CHARITIES,612000
45139,Koinonia Welfare & Development Program,WESTERN CAPE,CHARITIES,244500
41763,La Belle ACVV Dienstak,WESTERN CAPE,CHARITIES,348845
45148,Langa Cheshire Home,WESTERN CAPE,CHARITIES,485000
52050,Legacy Community Development Corporation,WESTERN CAPE,CHARITIES,55200
52855,Lifeline Garden Route,WESTERN CAPE,CHARITIES,250000
41791,Lingelihle Old Age Home,WESTERN CAPE,CHARITIES,726219
36752,Mamelani Projects,WESTERN CAPE,CHARITIES,137051
40713,Mamelani Projects,WESTERN CAPE,CHARITIES,514700
44322,Masakhane Youth Centre,WESTERN CAPE,CHARITIES,980100
49696,Masakhane Youth Centre,WESTERN CAPE,CHARITIES,857350
42385,Masibambane Secondary School,WESTERN CAPE,CHARITIES,992661
44152,Masincedane Community Service,WESTERN CAPE,CHARITIES,429336
45561,Masincedane Special Care And Home Centre,WESTERN CAPE,CHARITIES,105850
52409,Masonic Home For Quadriplegics And Paraplegics,WESTERN CAPE,CHARITIES,214872
45154,Matie Gemeenskapsdiens,WESTERN CAPE,CHARITIES,750000
43598,Media & Training Centre For Health,WESTERN CAPE,CHARITIES,481942
49881,Mfundiso After Care,WESTERN CAPE,CHARITIES,112364
42463,Mickey Mouse Crèche,WESTERN CAPE,CHARITIES,659307
50954,Mitchells Plain Community Advice And Development Project,WESTERN CAPE,CHARITIES,131570
41073,Mylife Project,WESTERN CAPE,CHARITIES,271913
52362,National Trust For Christian Outreach And Education,WESTERN CAPE,CHARITIES,225000
42290,New World Foundation,WESTERN CAPE,CHARITIES,710000
49702,NICRO,WESTERN CAPE,CHARITIES,3791000
50627,Nuwerus Napier Nasorg En Jeugsentrum,WESTERN CAPE,CHARITIES,305000
45045,Ocean View School For Learners With Special Educational Needs,WESTERN CAPE,CHARITIES,503390
52804,Oil Reach Out Adolescent Training,WESTERN CAPE,CHARITIES,238300
45243,Olifantsrivierse Vereniging Vir Liggaamlik Gestremdes,WESTERN CAPE,CHARITIES,349736
44629,Ons Plek Projects,WESTERN CAPE,CHARITIES,186879
49910,Overberg Development And Empowerment Centre,WESTERN CAPE,CHARITIES,250800
40906,Overstrand Hospice,WESTERN CAPE,CHARITIES,100000
49909,Overstrand Hospice,WESTERN CAPE,CHARITIES,350000
50143,Paarl Jeug Inisiatief,WESTERN CAPE,CHARITIES,224285
50044,Persona Doll Training South Africa,WESTERN CAPE,CHARITIES,187000
44312,Peter  Pan Down Syndrome Centre,WESTERN CAPE,CHARITIES,714000
52201,Phakamani Crèche,WESTERN CAPE,CHARITIES,96185
49622,Port Elizabeth Mental Health,WESTERN CAPE,CHARITIES,898594
44518,Post Natal Depression Support Association South Africa (PNDSA),WESTERN CAPE,CHARITIES,274500
49567,Prince Albert Advice And Development Centre,WESTERN CAPE,CHARITIES,359000
45727,Prosperity Youth Centre,WESTERN CAPE,CHARITIES,1720656
45476,Riversdale Child And Family  Welfare Society,WESTERN CAPE,CHARITIES,121155
43834,Robertson House,WESTERN CAPE,CHARITIES,777942
45451,Rosemoor Home For The Aged,WESTERN CAPE,CHARITIES,629770
49950,Rural Development Support Program,WESTERN CAPE,CHARITIES,505950
43400,S A Red Cross Air Mercy Service Trust,WESTERN CAPE,CHARITIES,6000000
45297,Safeline Child Abuse Treatment And Prevention Centre,WESTERN CAPE,CHARITIES,466411
43743,Selfhelp Manenberg,WESTERN CAPE,CHARITIES,961871
44596,Share Literacy Project,WESTERN CAPE,CHARITIES,960050
33467,Sijongephambili Crèche,WESTERN CAPE,CHARITIES,38726
52166,Silver Threads Dienssentrum,WESTERN CAPE,CHARITIES,211800
50281,Siyabonga Huis Van Danksegging,WESTERN CAPE,CHARITIES,360500
50281,Siyabonga Huis Van Danksegging,WESTERN CAPE,CHARITIES,360500
45438,Skiereiland Beheerkomitee Van Die ACVV - Dienstak,WESTERN CAPE,CHARITIES,869297
51551,Soil For Life,WESTERN CAPE,CHARITIES,200828
43391,South African Education & Environment Project,WESTERN CAPE,CHARITIES,336172
28225,South African National Tuberculosis Association,WESTERN CAPE,CHARITIES,126722
51743,Soyisile Pre-School,WESTERN CAPE,CHARITIES,166643
45593,SPCA Paarl,WESTERN CAPE,CHARITIES,481758
41303,"St Anne's Homes, Cape Town",WESTERN CAPE,CHARITIES,772500
42687,St Francis Children’s Home,WESTERN CAPE,CHARITIES,984953
52085,St Helena Sandveld Hospice,WESTERN CAPE,CHARITIES,200000
44948,St Lukes Combined Hospices,WESTERN CAPE,CHARITIES,789909
43759,St. George's Home For Girls,WESTERN CAPE,CHARITIES,707000
49774,St. Josephs Adult Education Programme,WESTERN CAPE,CHARITIES,55000
52087,St. Monica’s Centre For Older Persons,WESTERN CAPE,CHARITIES,352000
43763,Stellenbosch Society For The Aged,WESTERN CAPE,CHARITIES,1416663
49996,Stellenbosch Voedingsaksie,WESTERN CAPE,CHARITIES,80000
52302,Stellenbosch Werknemer - Werkgewer Skakelkantoor,WESTERN CAPE,CHARITIES,153900
45507,Swellendam Advice And Development Centre,WESTERN CAPE,CHARITIES,290950
45592,TB/HIV Care Association,WESTERN CAPE,CHARITIES,548000
42498,Thandanani Service Club,WESTERN CAPE,CHARITIES,67657
53721,The Adonis Musati Project,WESTERN CAPE,CHARITIES,102200
50802,The Aids Response Trust,WESTERN CAPE,CHARITIES,200042
50243,The Big Issue Cape Town,WESTERN CAPE,CHARITIES,729000
44452,The Cape Town Drug Counselling Centre,WESTERN CAPE,CHARITIES,956711
51595,The Carpenter's Shop,WESTERN CAPE,CHARITIES,354295
49576,The Chaeli Campaign,WESTERN CAPE,CHARITIES,246000
50049,The Deaf Community Of Cape Town,WESTERN CAPE,CHARITIES,321000
49736,The Educational Support Services Trust,WESTERN CAPE,CHARITIES,1260200
43660,The Elgin Learning Foundation,WESTERN CAPE,CHARITIES,1182994
42559,The Friends Of The Children's Hospital Association,WESTERN CAPE,CHARITIES,390000
50528,The Furniture Technology Centre,WESTERN CAPE,CHARITIES,181875
42560,The Goedgedacht Roman Catholic Trust,WESTERN CAPE,CHARITIES,3947308
41052,The Holy Cross Child & Youth Care Centre,WESTERN CAPE,CHARITIES,360000
51147,The Home From Home Trust,WESTERN CAPE,CHARITIES,359760
43741,The League Of Friends Of The Blind,WESTERN CAPE,CHARITIES,1445000
33953,The Melkbos Care Centre,WESTERN CAPE,CHARITIES,217719
45207,The New Women's Movement,WESTERN CAPE,CHARITIES,119000
52934,The Organ Donor Foundation Of Southern Africa,WESTERN CAPE,CHARITIES,605193
44159,The Positivemoms Foundation,WESTERN CAPE,CHARITIES,85230
41071,The Prison Care & Support Network,WESTERN CAPE,CHARITIES,151379
52873,The Robin Trust,WESTERN CAPE,CHARITIES,88906
36121,The South African Older Person's Forum (SAOPF),WESTERN CAPE,CHARITIES,259950
45069,The St. Joseph's Home For Chronic Invalid Children,WESTERN CAPE,CHARITIES,1559776
44320,The Stellenbosch Night Shelter,WESTERN CAPE,CHARITIES,67098
45168,The Tb Alliance Dots Support Association,WESTERN CAPE,CHARITIES,988741
43961,"The Volunteer Centre, Western Cape",WESTERN CAPE,CHARITIES,1196910
21835,Try Again Educare Centre,WESTERN CAPE,CHARITIES,48527
44573,Turfhall Cheshire Home,WESTERN CAPE,CHARITIES,250860
33371,Tygerberg Association For Street People,WESTERN CAPE,CHARITIES,217895
42273,Umthombo Wesizwe Children's Project,WESTERN CAPE,CHARITIES,217953
42273,Umthombo Wesizwe Children's Project,WESTERN CAPE,CHARITIES,217952
51536,Umthombo Wesizwe Children's Project,WESTERN CAPE,CHARITIES,571260
30130,Uniondale Integrated Empowerment Project,WESTERN CAPE,CHARITIES,86350
45483,Unity Werksentra Deur Gestremdes,WESTERN CAPE,CHARITIES,332342
49750,Unity Werksentra Deur Gestremdes,WESTERN CAPE,CHARITIES,172478
43715,Uturn,WESTERN CAPE,CHARITIES,110000
45146,Vera School For Autistic Learners,WESTERN CAPE,CHARITIES,1000000
43952,"Vermont Sentrum Vir Die Versorging Van Verwakte Bejaardes
Asook Fisies En Psigologies Gestrende Volwassenes",WESTERN CAPE,CHARITIES,1402110
42494,Vision K,WESTERN CAPE,CHARITIES,82522
44866,Vrolike Vinkies Day Care,WESTERN CAPE,CHARITIES,122900
53112,Vukani Centre For Children With Special Needs,WESTERN CAPE,CHARITIES,200000
31871,Vulindlela Educare Centre,WESTERN CAPE,CHARITIES,50000
52823,West Coast Association For The Physically Disabled,WESTERN CAPE,CHARITIES,200931
50550,West Coast Community Foundation,WESTERN CAPE,CHARITIES,500000
50943,West Coast Community HIV / Aids Initiative,WESTERN CAPE,CHARITIES,308000
44516,Western Cape Forum For Intellectual Disability,WESTERN CAPE,CHARITIES,516000
52205,Western Cape Street Children's Forum,WESTERN CAPE,CHARITIES,137625
50336,Winelands SPCA,WESTERN CAPE,CHARITIES,237000
49765,Women On Farms Project,WESTERN CAPE,CHARITIES,1226727
49648,Wynberg Society For The Aged,WESTERN CAPE,CHARITIES,717600
45127,Ysterplaat-Dienstak Van Die ACVV,WESTERN CAPE,CHARITIES,422142
40971,Zakheni Arts Therapy Foundation,WESTERN CAPE,CHARITIES,311300
44531,Zonnebloem ACVV - Dienstak,WESTERN CAPE,CHARITIES,286895
52219,National Museum Bloemfontein,WESTERN CAPE,MISCELLANEOUS PURPOSES,7468000
55164,Thabang Society,WESTERN CAPE,MISCELLANEOUS PURPOSES,1489792
57037,Deaf Federation Of South Africa,WESTERN CAPE,MISCELLANEOUS PURPOSES,2968000
47273,Eersterust Welsyn Organisasie Vir Bejaardes,WESTERN CAPE,MISCELLANEOUS PURPOSES,600587
49555,Federation Of Unions Of South Africa (FEDUSA),WESTERN CAPE,MISCELLANEOUS PURPOSES,427700
49555,Federation Of Unions Of South Africa (FEDUSA),WESTERN CAPE,MISCELLANEOUS PURPOSES,183300
49546,National Children And Violence Trust,WESTERN CAPE,MISCELLANEOUS PURPOSES,552003
49546,National Children And Violence Trust,WESTERN CAPE,MISCELLANEOUS PURPOSES,552003
48962,National Youth Development Agency,WESTERN CAPE,MISCELLANEOUS PURPOSES,16000000
49548,Peniel Women / Youth And Orphans Shelter / Home,WESTERN CAPE,MISCELLANEOUS PURPOSES,629317
49548,Peniel Women / Youth And Orphans Shelter / Home,WESTERN CAPE,MISCELLANEOUS PURPOSES,269707
58483,South African Council Of Churches,WESTERN CAPE,MISCELLANEOUS PURPOSES,1161830
49644,South African Federation For Mental Health,WESTERN CAPE,MISCELLANEOUS PURPOSES,204751
49644,South African Federation For Mental Health,WESTERN CAPE,MISCELLANEOUS PURPOSES,819003
59854,South African National Council For The Blind,WESTERN CAPE,MISCELLANEOUS PURPOSES,597500
59900,Southern African Development Community Youth Movement,WESTERN CAPE,MISCELLANEOUS PURPOSES,144000
59328,Sport Heroes Walk Against Aids,WESTERN CAPE,MISCELLANEOUS PURPOSES,1200000
49746,The English Academy Of Southern Africa,WESTERN CAPE,MISCELLANEOUS PURPOSES,180000
59950,The Liliesleaf Trust,WESTERN CAPE,MISCELLANEOUS PURPOSES,2184488
59950,The Liliesleaf Trust,WESTERN CAPE,MISCELLANEOUS PURPOSES,546122
58305,South African Principals' Association: KwaZulu Natal,WESTERN CAPE,MISCELLANEOUS PURPOSES,500000
38160,Seo Secondary School,WESTERN CAPE,MISCELLANEOUS PURPOSES,500000
49643,Disabled People South Africa,WESTERN CAPE,MISCELLANEOUS PURPOSES,4872105
28045,South African Education & Environment Project,WESTERN CAPE,MISCELLANEOUS PURPOSES,800000
35057,South African Education & Environment Project,WESTERN CAPE,MISCELLANEOUS PURPOSES,251500
60059,South African Tandem Association (WP),WESTERN CAPE,MISCELLANEOUS PURPOSES,56898
47527,Alicedale Primary School,WESTERN CAPE,SPORT & RECREATION,183465
47104,All Saints Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,113121
46567,Athletics SWD,WESTERN CAPE,SPORT & RECREATION,1020000
39731,Baseball Association Of The Western Province,WESTERN CAPE,SPORT & RECREATION,619845
39617,Beaumont Primary School,WESTERN CAPE,SPORT & RECREATION,350000
49219,Bergvliet Sports Association,WESTERN CAPE,SPORT & RECREATION,196323
46513,Bitou Local Municipality,WESTERN CAPE,SPORT & RECREATION,2000000
46694,Blind Cricket South Africa,WESTERN CAPE,SPORT & RECREATION,700000
46743,Boland Badminton Association,WESTERN CAPE,SPORT & RECREATION,718716
32882,Boland Cricket Board,WESTERN CAPE,SPORT & RECREATION,930000
46686,Boland Golf Union,WESTERN CAPE,SPORT & RECREATION,500000
46745,Boland Tennis Association,WESTERN CAPE,SPORT & RECREATION,562652
46745,Boland Tennis Association,WESTERN CAPE,SPORT & RECREATION,562650
46945,Bonnievale United RVK,WESTERN CAPE,SPORT & RECREATION,291924
46952,Bonnievale United RVK,WESTERN CAPE,SPORT & RECREATION,125522
46893,Busy Bee R.F.C,WESTERN CAPE,SPORT & RECREATION,181252
47315,Caledon Bowls Club,WESTERN CAPE,SPORT & RECREATION,177280
47111,Cape Mental Health Society,WESTERN CAPE,SPORT & RECREATION,50000
32451,Cape Peninsula,WESTERN CAPE,SPORT & RECREATION,2250000
47326,Chilanga Riding School For The Disabled,WESTERN CAPE,SPORT & RECREATION,42351
47023,Cities Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,258644
47200,Citrusdal Golf Club,WESTERN CAPE,SPORT & RECREATION,175705
46297,Citrusdal High School,WESTERN CAPE,SPORT & RECREATION,276742
46297,Citrusdal High School,WESTERN CAPE,SPORT & RECREATION,328316
46229,Clanwilliam Golf Club,WESTERN CAPE,SPORT & RECREATION,360000
39721,College Of Cape Town,WESTERN CAPE,SPORT & RECREATION,693000
47245,Collegians Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,211020
17471,Colridge Primary School,WESTERN CAPE,SPORT & RECREATION,212500
47336,De Rust Futura Akademie,WESTERN CAPE,SPORT & RECREATION,173490
46962,Durbanville/ Bellville Rugby Club,WESTERN CAPE,SPORT & RECREATION,451161
39615,Eden Skool Vir Leeders Met Spesiale Onderwys Behoeftes,WESTERN CAPE,SPORT & RECREATION,200000
46938,Elsies River United Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,483875
46908,Emasithandane Children's Organisation,WESTERN CAPE,SPORT & RECREATION,50000
47017,E-Sports,WESTERN CAPE,SPORT & RECREATION,527865
46918,False Bay Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,200000
46292,Federation Of Dance Sport South Africa,WESTERN CAPE,SPORT & RECREATION,600000
46292,Federation Of Dance Sport South Africa,WESTERN CAPE,SPORT & RECREATION,607556
46927,Fish Hoek Association Football Club,WESTERN CAPE,SPORT & RECREATION,344000
46823,Florida Lake Canoe Club,WESTERN CAPE,SPORT & RECREATION,540000
47226,Garlandale Football Club,WESTERN CAPE,SPORT & RECREATION,200000
47095,Goodwood Rugby Football Klub,WESTERN CAPE,SPORT & RECREATION,207414
46992,Greyton Bowling Club,WESTERN CAPE,SPORT & RECREATION,540000
47243,Helder Valley Community Forum,WESTERN CAPE,SPORT & RECREATION,50000
46858,Hermanus Bowling Club,WESTERN CAPE,SPORT & RECREATION,300000
46858,Hermanus Bowling Club,WESTERN CAPE,SPORT & RECREATION,240049
48031,Hermanus High School,WESTERN CAPE,SPORT & RECREATION,142500
39595,Hoerskool Goudini,WESTERN CAPE,SPORT & RECREATION,300000
48974,Hoerskool Nuwerus,WESTERN CAPE,SPORT & RECREATION,185855
47378,Hoerskool Porterville,WESTERN CAPE,SPORT & RECREATION,378000
49008,Hoerskool Swellendam,WESTERN CAPE,SPORT & RECREATION,184605
46959,Hout Bay Yacht Club,WESTERN CAPE,SPORT & RECREATION,441408
47119,Institute For The Blind: Industries,WESTERN CAPE,SPORT & RECREATION,50000
46727,Instituut Vir Dowes (National Institute For The Deaf),WESTERN CAPE,SPORT & RECREATION,552661
19652,Jukskei Sa,WESTERN CAPE,SPORT & RECREATION,611666
47311,Kylemore Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,450000
39619,Laerskool Gericke,WESTERN CAPE,SPORT & RECREATION,300000
39383,Laerskool Park,WESTERN CAPE,SPORT & RECREATION,297500
46262,L'agulhas Bowling Club,WESTERN CAPE,SPORT & RECREATION,200000
39817,Langebaan Flamingo's Rugby Club,WESTERN CAPE,SPORT & RECREATION,300000
46947,Langenhoven Gimnasium,WESTERN CAPE,SPORT & RECREATION,468277
48030,Liesbeeck Primary School,WESTERN CAPE,SPORT & RECREATION,162000
46985,Lower Paarl Rugby Voetbal Klub (Blues),WESTERN CAPE,SPORT & RECREATION,180000
47158,Milnerton Aquatic Club,WESTERN CAPE,SPORT & RECREATION,224255
46833,Milnerton Baseball Club,WESTERN CAPE,SPORT & RECREATION,540000
47503,Montagu's Gift Primary School,WESTERN CAPE,SPORT & RECREATION,179960
11321,Municipality Bergrivier: Tourism Route Bus,WESTERN CAPE,SPORT & RECREATION,566000
46487,Northlink College,WESTERN CAPE,SPORT & RECREATION,499947
46950,Orangia Lawn Tennis Club,WESTERN CAPE,SPORT & RECREATION,200000
15203,Oudtshoorn Municipality,WESTERN CAPE,SPORT & RECREATION,495000
39824,Paarl Rangers Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,50000
47700,Pacaltsdorp Primary School,WESTERN CAPE,SPORT & RECREATION,500000
47027,Plumstead Bowling Club,WESTERN CAPE,SPORT & RECREATION,364070
46838,Porterville Golf Club,WESTERN CAPE,SPORT & RECREATION,541366
47032,Primrose Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,367797
46817,Progress Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,100468
39421,Ridgeview Primary School,WESTERN CAPE,SPORT & RECREATION,200000
47195,Riverstones Rugby Football Club,WESTERN CAPE,SPORT & RECREATION,302594
47407,Riviersonderend High School,WESTERN CAPE,SPORT & RECREATION,500000
47407,Riviersonderend High School,WESTERN CAPE,SPORT & RECREATION,500000
47039,Robertson Golf Club,WESTERN CAPE,SPORT & RECREATION,187000
48041,Rocklands Primary School,WESTERN CAPE,SPORT & RECREATION,139934
46534,SAFA Cape Winelands,WESTERN CAPE,SPORT & RECREATION,400000
47097,SAFA Central Karoo,WESTERN CAPE,SPORT & RECREATION,495629
46628,Softball South Africa,WESTERN CAPE,SPORT & RECREATION,800000
59749,Softball South Africa,WESTERN CAPE,SPORT & RECREATION,5000000
