Project Number,Sector,Province,Name,Amount
55838,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,PASCAP Trust,447241.2
55859,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Arts & Ubuntu Trust,2067590.0
56237,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,The Educational Support Services Trust,1200000.0
56268,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,College of Magic,417765.6
56350,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,RUDNET,7594138.4
56471,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Biblionef South Africa,154000.0
56479,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Visual Arts Network of South Africa,330615.0
56563,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Out In Africa Gay & Lesbian Festival,2399756.0
56578,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,From the Hip Khulumakahle,1197299.68
72699,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Cape Town Opera,3466862.4
72710,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Inclusive Education Western Cape,792267.6
72757,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Breytenbach Kultuursentrum,547800.0
72823,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Camphill Farm Community Hermanus,743513.34
72899,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Social Transformation & Empowerment Projects,1245270.0
72974,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Institute for Music and Indigeneous Arts Development,580822.8
73152,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Media Village,1129000.0
73164,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Chaeli Campaign,2501600.0
73212,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Cape Peninsula University of Technology,536601.0
73415,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Centre for Early Childhood Development,2979000.0
73447,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Enlighten Education Trust,356732.4
73696,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,UCT Sundries Acc - Environ Evaluation Unit,588000.0
73781,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Western Cape Street Bands,2999994.0
73893,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Vera School for Autistic Learners,151800.0
73902,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Ruth Prowse School of Art,1177585.6
74396,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Breadline Africa (RSA),1436536.0
74746,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,South Atlantic Arts and Culture Trust,2737881.25
63598,CHARITIES,WESTERN CAPE,SANCA George,265500.0
64699,CHARITIES,WESTERN CAPE,ACVV Hesperos Beaufort West,472024.0
62516,CHARITIES,WESTERN CAPE,Chilanga Riding School for the Disabled,143947.0
59484,CHARITIES,WESTERN CAPE,The ASAP Foundation,177588.0
66705,CHARITIES,WESTERN CAPE,Breede River Hospice,500000.0
65420,CHARITIES,WESTERN CAPE,Cape Town Society for the Blind,694571.0
53628,CHARITIES,WESTERN CAPE,Qolothani Makhosikazi Social & Cultural Services,427466.0
65841,CHARITIES,WESTERN CAPE,Caleb Development and Training Association,99000.0
66724,CHARITIES,WESTERN CAPE,Yad B`Yad Trust,14000.0
57890,CHARITIES,WESTERN CAPE,Helderberg Development Centre,161898.0
69713,CHARITIES,WESTERN CAPE,Leliebloem House,573064.0
67330,CHARITIES,WESTERN CAPE,Mercy Ships,366000.0
52893,CHARITIES,WESTERN CAPE,VGK Koelenhof Ontwikkelingstrust,294350.0
67567,CHARITIES,WESTERN CAPE,Elsies River Social Welfare Association,225000.0
66786,CHARITIES,WESTERN CAPE,Community Media Trust,319000.0
65854,CHARITIES,WESTERN CAPE,Kibbutz El-Shammah,274288.0
70705,CHARITIES,WESTERN CAPE,Epilepsy South Africa,974340.0
67422,CHARITIES,WESTERN CAPE,SHAWCO,1363295.0
45561,CHARITIES,WESTERN CAPE,Masincedane Special Care and Home Care,105850.0
66685,CHARITIES,WESTERN CAPE,Kabouterland Pre-Primer,443500.0
66710,CHARITIES,WESTERN CAPE,Oudtshoorn Vereeniging Liggaam Gestremdes,707817.0
68458,CHARITIES,WESTERN CAPE,Rural Education Access Programme,475000.0
68453,CHARITIES,WESTERN CAPE,Chris Burger Petro Jackson Rugby Players Fund,500000.0
69313,CHARITIES,WESTERN CAPE,Wola-Nani A Caring Response to Aids,555000.0
67332,CHARITIES,WESTERN CAPE,Philani Nutrition Centres,450000.0
42299,CHARITIES,WESTERN CAPE,Silwerjare Klub vir Bejaardes,454873.0
67760,CHARITIES,WESTERN CAPE,Goedgedacht Trust,412000.0
67600,CHARITIES,WESTERN CAPE,Khululeka Grief Support,382000.0
57369,CHARITIES,WESTERN CAPE,MOT South Africa,255797.0
59132,CHARITIES,WESTERN CAPE,The Academy for Adults With Autism,60580.0
53395,CHARITIES,WESTERN CAPE,Centre for Rural Legal Studies,369750.0
55232,CHARITIES,WESTERN CAPE,The SA Red Cross Air Mercy Service Trust,2750000.0
58545,CHARITIES,WESTERN CAPE,Vredendal Dienssentrum,109864.0
58073,CHARITIES,WESTERN CAPE,Lisa Educare Centre,50300.0
69304,CHARITIES,WESTERN CAPE,National Institute for the Deaf,1084936.0
51984,CHARITIES,WESTERN CAPE,Treatment Action Campaign(TAC),213288.0
68939,CHARITIES,WESTERN CAPE,Siyazama Disabled Self-Help Association,163000.0
55548,CHARITIES,WESTERN CAPE,Kleinmond Animal Welfare Society,50000.0
69264,CHARITIES,WESTERN CAPE,Sandanezwe Creche,23377.0
67585,CHARITIES,WESTERN CAPE,West Coast Community Foundation,160000.0
40953,CHARITIES,WESTERN CAPE,Rehoboth Age Exchange,1838552.0
66354,CHARITIES,WESTERN CAPE,Kranshoek Advice Centre,412041.0
65632,CHARITIES,WESTERN CAPE,Masikhanye Food Garden,99400.0
52852,CHARITIES,WESTERN CAPE,Nolungile Educare Centre,239741.0
65695,CHARITIES,WESTERN CAPE,L Abriede Dieu,500000.0
68131,CHARITIES,WESTERN CAPE,Jagersbosch Community Care Centre,165250.0
69400,CHARITIES,WESTERN CAPE,Patch Helderberg Child Abuse Centre,320400.0
57598,CHARITIES,WESTERN CAPE,Child Welfare SA-Western Cape,126247.0
69373,CHARITIES,WESTERN CAPE,Sisters Incorporated,494000.0
69555,CHARITIES,WESTERN CAPE,ACVV George,191000.0
70087,CHARITIES,WESTERN CAPE,ACVV Caledon,167225.0
67351,CHARITIES,WESTERN CAPE,Sabrina Love Foundation,310000.0
65873,CHARITIES,WESTERN CAPE,Little Penguins Day Care,65515.0
61208,CHARITIES,WESTERN CAPE,Scalabrini Centre of Cape Town,395667.0
66892,CHARITIES,WESTERN CAPE,Anna Foundation,304288.0
65324,CHARITIES,WESTERN CAPE,Lifeline/Childline Western Cape,914500.0
65221,CHARITIES,WESTERN CAPE,Community Development Foundation,317241.0
71470,CHARITIES,WESTERN CAPE,Media and Training Centre For Health,166250.0
70146,CHARITIES,WESTERN CAPE,Paarl Youth Initiative,216260.0
64778,CHARITIES,WESTERN CAPE,Good Hope Psychological Service,300000.0
69156,CHARITIES,WESTERN CAPE,Western Cape Network,743500.0
70795,CHARITIES,WESTERN CAPE,Overstrand Association for Persons with Disabilities,116330.0
70147,CHARITIES,WESTERN CAPE,Sinoyolo Educare Centre,28480.0
69901,CHARITIES,WESTERN CAPE,Witzenberg Assoc For People With Disabilities,350581.0
71819,CHARITIES,WESTERN CAPE,Home from Home Trust,477900.0
52114,CHARITIES,WESTERN CAPE,Newton Dienssentrum,166720.0
70355,CHARITIES,WESTERN CAPE,Kapteintjies Day Care,282909.0
69490,CHARITIES,WESTERN CAPE,Tygerberg Hospice,701696.0
69720,CHARITIES,WESTERN CAPE,Tygerberg Assoc for the Physically Disabled,369063.0
69757,CHARITIES,WESTERN CAPE,Lingelihle Old Age Home,475764.0
53078,CHARITIES,WESTERN CAPE,Ilitha Educare Centre,152000.0
69719,CHARITIES,WESTERN CAPE,Activist Networking Against the Exploitation of Children,669000.0
71049,CHARITIES,WESTERN CAPE,Zandvliet Care Facility,150000.0
69761,CHARITIES,WESTERN CAPE,Hermanus Child & Family Welfare Society,589700.0
70031,CHARITIES,WESTERN CAPE,St. George Home for Girls,441000.0
71482,CHARITIES,WESTERN CAPE,SPCA Garden Route,263793.0
61390,CHARITIES,WESTERN CAPE,New Growth,389063.0
61137,CHARITIES,WESTERN CAPE,The Humane Education Trust,196000.0
66781,CHARITIES,WESTERN CAPE,Matie Community Service,407350.0
75136,CHARITIES,WESTERN CAPE,ACVV Riversdal,348207.0
68634,CHARITIES,WESTERN CAPE,The Callie en Monique Trust-Matla a Bana,136000.0
70884,CHARITIES,WESTERN CAPE,Child Welfare Napier,391598.0
72302,CHARITIES,WESTERN CAPE,Elukhanyeni Day Care Centre,283143.0
70815,CHARITIES,WESTERN CAPE,Institute for Blind - Pioneer Printers,200000.0
69517,CHARITIES,WESTERN CAPE,Sunrise Special Care Centre,83362.0
70324,CHARITIES,WESTERN CAPE,Post-Natal Depression Support Association SA,368500.0
71008,CHARITIES,WESTERN CAPE,The Sunflower Fund,500000.0
70882,CHARITIES,WESTERN CAPE,Siyazama Service Centre,334689.0
71348,CHARITIES,WESTERN CAPE,Empilweni,424000.0
50432,CHARITIES,WESTERN CAPE,Caledon Animal Welfare Society,30000.0
50463,CHARITIES,WESTERN CAPE,ACVV Calitzdorp,93000.0
52055,CHARITIES,WESTERN CAPE,Diakonale Dienste Nuwerus,327529.0
52481,CHARITIES,WESTERN CAPE,Cape Town Young Men’s Christian Association,133076.0
52893,CHARITIES,WESTERN CAPE,VGK Koelenhof Ontwikkelingstrust,88966.0
53408,CHARITIES,WESTERN CAPE,Weskusnessie ACVV Dienstak,79512.0
54233,CHARITIES,WESTERN CAPE,Anglican AIDS and Healthcare Trust,163472.0
54496,CHARITIES,WESTERN CAPE,Vera School for Autistic Learners,1219043.0
55575,CHARITIES,WESTERN CAPE,Sobambisana Community Dev Programme,229160.0
58124,CHARITIES,WESTERN CAPE,Youth Development Trust SA,43750.0
62008,CHARITIES,WESTERN CAPE,Mitchell's Plain Against Domestic Violence,265500.0
63018,CHARITIES,WESTERN CAPE,Western Cape Aids Care,327500.0
64687,CHARITIES,WESTERN CAPE,Thusong Caring Network,228248.0
65237,CHARITIES,WESTERN CAPE,Caring for The Orphans in Rural Areas,189000.0
65549,CHARITIES,WESTERN CAPE,Vroue Aksie Groep,99945.0
65551,CHARITIES,WESTERN CAPE,Mount Pleasant Gesondheid en Welsyn Komittee,127674.0
65619,CHARITIES,WESTERN CAPE,Famsa Boland Drakenstein Area,244720.0
65841,CHARITIES,WESTERN CAPE,Caleb Development and Training Association,99000.0
65902,CHARITIES,WESTERN CAPE,Senecio-Support for People With Disabilities,251461.0
66797,CHARITIES,WESTERN CAPE,The Furniture Technology Centre,305000.0
66943,CHARITIES,WESTERN CAPE,Mamelani Projects,340500.0
67182,CHARITIES,WESTERN CAPE,Prince Albert Advice Office,437000.0
67676,CHARITIES,WESTERN CAPE,Drakenstein Centre for Persons with Disabilities,377608.0
67869,CHARITIES,WESTERN CAPE,Fisantekraal Centre for Development,70510.0
68015,CHARITIES,WESTERN CAPE,Philippi Trust SA,702000.0
68199,CHARITIES,WESTERN CAPE,Valley Development Project,240000.0
68207,CHARITIES,WESTERN CAPE,Assoc for the Physically Disabled Western Cape,564554.0
68291,CHARITIES,WESTERN CAPE,Grail Centre Trust,450155.0
69086,CHARITIES,WESTERN CAPE,Claremont Methodist Church Social Impact,432400.0
69308,CHARITIES,WESTERN CAPE,Comacare Trust,686999.0
69310,CHARITIES,WESTERN CAPE,The Social Change Assistance Trust,183000.0
69311,CHARITIES,WESTERN CAPE,Ikamva Labantu Charitable Trust,440000.0
69327,CHARITIES,WESTERN CAPE,Retina SA Cape of Good Hope,103330.0
69335,CHARITIES,WESTERN CAPE,Camphill Farm Community Hermanus,237820.0
69348,CHARITIES,WESTERN CAPE,Huis Horizon,502000.0
69349,CHARITIES,WESTERN CAPE,Die Sterreweg,174063.0
69361,CHARITIES,WESTERN CAPE,Kleinmond Child & Family Welfare Society,340000.0
69384,CHARITIES,WESTERN CAPE,Genesis Community Projects,295800.0
69386,CHARITIES,WESTERN CAPE,ACVV Noorder-Paarl,212082.0
69419,CHARITIES,WESTERN CAPE,Robertson House,291000.0
69446,CHARITIES,WESTERN CAPE,Quadriplegic Association Western Cape,297000.0
69456,CHARITIES,WESTERN CAPE,Ons Plek Projects,303000.0
69483,CHARITIES,WESTERN CAPE,Rape Crisis Helderberg,494800.0
69512,CHARITIES,WESTERN CAPE,Phakamani Creche,180281.0
69521,CHARITIES,WESTERN CAPE,Camphill School,220000.0
69549,CHARITIES,WESTERN CAPE,Siyabonga Huis Van Danksegging,542000.0
69568,CHARITIES,WESTERN CAPE,Olifantsrivier Assoc for People with Phys Disab,424349.0
69581,CHARITIES,WESTERN CAPE,Overstrand Hospice,550000.0
69585,CHARITIES,WESTERN CAPE,Nuwe Hoop-Sentrum,281900.0
69593,CHARITIES,WESTERN CAPE,Cederberg Matzikama Aids Networks,213000.0
69598,CHARITIES,WESTERN CAPE,Masizame – Plettenberg Bay Street Children’s Committee,460000.0
69632,CHARITIES,WESTERN CAPE,Prison Care & Support Network,610700.0
69633,CHARITIES,WESTERN CAPE,Surplus People Project,95350.0
69676,CHARITIES,WESTERN CAPE,Ethembeni Day Care Centre,243000.0
69679,CHARITIES,WESTERN CAPE,Parent Centre,374550.0
69690,CHARITIES,WESTERN CAPE,Langa Cheshire Home,447828.0
69699,CHARITIES,WESTERN CAPE,Salesian Institute Youth Projects,620000.0
69702,CHARITIES,WESTERN CAPE,Women Empowered Committed Against Negativity,99250.0
69717,CHARITIES,WESTERN CAPE,ACVV Strand,434000.0
69723,CHARITIES,WESTERN CAPE,Sederville Te Huis Vir Bejaardes,436147.0
69750,CHARITIES,WESTERN CAPE,West Coast Assoc for the Physically Disabled,349300.0
69753,CHARITIES,WESTERN CAPE,Josef Matwa Old Age Home,1265893.0
69771,CHARITIES,WESTERN CAPE,Thembeka Educare,136053.0
69790,CHARITIES,WESTERN CAPE,Yabonga Children's Project,590000.0
69799,CHARITIES,WESTERN CAPE,Bethesda Workshop for the Physically Disabled,56900.0
69818,CHARITIES,WESTERN CAPE,Miqlat Ministry,468170.0
69830,CHARITIES,WESTERN CAPE,Christine Revell Childrens Home,562400.0
69841,CHARITIES,WESTERN CAPE,Themba Workcentre By Disabled,426393.0
69858,CHARITIES,WESTERN CAPE,Sinethemba,349960.0
69860,CHARITIES,WESTERN CAPE,Wordworks,178500.0
69898,CHARITIES,WESTERN CAPE,South African Childrens Home,310099.0
69907,CHARITIES,WESTERN CAPE,South African National Tuberculosis Association,138658.0
69980,CHARITIES,WESTERN CAPE,Cape Town Drug Counselling Centre,643139.0
69984,CHARITIES,WESTERN CAPE,Vukuhambe Association for the Multi Disabled,145385.0
70067,CHARITIES,WESTERN CAPE,Bell Valley HIV Initiative,422900.0
70093,CHARITIES,WESTERN CAPE,Melkbos Care Centre,334800.0
70095,CHARITIES,WESTERN CAPE,Emmaus Protective Workcentre,597010.0
70098,CHARITIES,WESTERN CAPE,Ons Tuiste ACVV,133700.0
70179,CHARITIES,WESTERN CAPE,Nontsebenziswano Educare,93500.0
70192,CHARITIES,WESTERN CAPE,Western Cape Street Children's Forum,219000.0
70206,CHARITIES,WESTERN CAPE,Stellenbosch Night Shelter,78000.0
70208,CHARITIES,WESTERN CAPE,Cape Youth Care,468315.0
70240,CHARITIES,WESTERN CAPE,Community Action towards Safer Environment,541000.0
70241,CHARITIES,WESTERN CAPE,Sizakuyenza,366961.0
70275,CHARITIES,WESTERN CAPE,SPCA Paarl,390000.0
70286,CHARITIES,WESTERN CAPE,Nuwerus Napier Nasorg en Jeugsentrum,349085.0
70311,CHARITIES,WESTERN CAPE,The Nonceba Centre Trust,304107.0
70352,CHARITIES,WESTERN CAPE,PASCAP Trust,450000.0
70367,CHARITIES,WESTERN CAPE,Action on Elder Abuse,268000.0
70370,CHARITIES,WESTERN CAPE,Includid Maitland,358413.0
70371,CHARITIES,WESTERN CAPE,Big Issue,391000.0
70374,CHARITIES,WESTERN CAPE,Western Cape Cerebral Palsy Association,549914.0
70384,CHARITIES,WESTERN CAPE,ACVV National Council,217000.0
70407,CHARITIES,WESTERN CAPE,Child Welfare SA-Western Cape,402538.0
70411,CHARITIES,WESTERN CAPE,Simameleni Child Abuse Action Project,245500.0
70421,CHARITIES,WESTERN CAPE,Trauma Centre for Victims of Violence & Torture,415000.0
70459,CHARITIES,WESTERN CAPE,Unity Work Centre by the Disabled,319517.0
70527,CHARITIES,WESTERN CAPE,ACVV Mosselbay,45000.0
70568,CHARITIES,WESTERN CAPE,Little Angels Playground Educare,74400.0
70574,CHARITIES,WESTERN CAPE,Village Care Centre,279345.0
70575,CHARITIES,WESTERN CAPE,Mickey Mouse Creche,294980.0
70576,CHARITIES,WESTERN CAPE,Diabetes South Africa,405995.0
70622,CHARITIES,WESTERN CAPE,Athlone Family in Focus Programme,300000.0
70623,CHARITIES,WESTERN CAPE,Athlone YMCA,422817.0
70632,CHARITIES,WESTERN CAPE,Die Eiland Huis Vir Gestremdes,130000.0
70634,CHARITIES,WESTERN CAPE,Down Syndrome Support,110004.0
70658,CHARITIES,WESTERN CAPE,Hermanus Rainbow Trust,458000.0
70678,CHARITIES,WESTERN CAPE,Wyzneusies Creche,338917.0
70682,CHARITIES,WESTERN CAPE,Step By Step Pre-School,170840.0
70685,CHARITIES,WESTERN CAPE,South African Faith and Family Institute,72500.0
70695,CHARITIES,WESTERN CAPE,Percy Bartley House,455080.0
70730,CHARITIES,WESTERN CAPE,Safeline Child Abuse Treatment & Prev Centre,388851.0
70748,CHARITIES,WESTERN CAPE,Black Sash Trust,1998300.0
70757,CHARITIES,WESTERN CAPE,Kheth'Impilo Aids Free Living,261847.0
70785,CHARITIES,WESTERN CAPE,Heart Foundation of South Africa,1000000.0
70786,CHARITIES,WESTERN CAPE,Faces & Voices of Recov SA,500400.0
70790,CHARITIES,WESTERN CAPE,ACVV Touwsrivier,429762.0
70791,CHARITIES,WESTERN CAPE,Emma Animal Rescue Society,399200.0
70801,CHARITIES,WESTERN CAPE,MOT South Africa,297000.0
70813,CHARITIES,WESTERN CAPE,Vulindlela Educare Centre,355000.0
70815,CHARITIES,WESTERN CAPE,Institute for Blind - Pioneer Printers,173676.0
70834,CHARITIES,WESTERN CAPE,Bram Home Based Care Project,285764.0
70858,CHARITIES,WESTERN CAPE,Child Welfare SA Caledon/Genadendal,459816.0
70917,CHARITIES,WESTERN CAPE,Mosaic Training Service & Healing Ctr for Women,616950.0
70921,CHARITIES,WESTERN CAPE,ACVV Piketberg,156000.0
70922,CHARITIES,WESTERN CAPE,Sisanda Fundaytion,31675.0
70932,CHARITIES,WESTERN CAPE,The SA Red Cross Air Mercy Service Trust,5000000.0
70939,CHARITIES,WESTERN CAPE,ACVV Lambertsbay,186000.0
70951,CHARITIES,WESTERN CAPE,Jo-Dolphin Special Care Centre,373500.0
70952,CHARITIES,WESTERN CAPE,Izandla Zethemba Aids Projects,325000.0
70976,CHARITIES,WESTERN CAPE,Newkidz On the Block,235850.0
70980,CHARITIES,WESTERN CAPE,Elim Home,450000.0
70987,CHARITIES,WESTERN CAPE,Geluksoord Vir Bejaardes Elim,129000.0
70992,CHARITIES,WESTERN CAPE,Bel Porto School,572000.0
71002,CHARITIES,WESTERN CAPE,Winnie Madikizela Mandela Home for the Aged,62846.0
71013,CHARITIES,WESTERN CAPE,Grootbos Green Futures Foundation,171200.0
71030,CHARITIES,WESTERN CAPE,Soup Clinic,283000.0
71033,CHARITIES,WESTERN CAPE,De Grendel ACVV Dienstak,235000.0
71041,CHARITIES,WESTERN CAPE,"Karoo Centre for Human Rights Education,Research & Development",477900.0
71062,CHARITIES,WESTERN CAPE,Huis Triomf,262096.0
71078,CHARITIES,WESTERN CAPE,National Sea Rescue Institute of SA,1372150.0
71100,CHARITIES,WESTERN CAPE,Where Rainbows Meet Training & Development Foundation,110875.0
71120,CHARITIES,WESTERN CAPE,Gender Dynamix,409840.0
71142,CHARITIES,WESTERN CAPE,Zimele Educare Centre,245698.0
71153,CHARITIES,WESTERN CAPE,Turfhall Cheshire Home,313000.0
71224,CHARITIES,WESTERN CAPE,Zenzele Training & Development,282800.0
71251,CHARITIES,WESTERN CAPE,Aanhouwen Work & Care Centre,533094.0
71262,CHARITIES,WESTERN CAPE,Iphuphalam Educare Centre,234600.0
71272,CHARITIES,WESTERN CAPE,West Cape Network Aids Comm of SA (WC NACOSA),300000.0
71276,CHARITIES,WESTERN CAPE,Elgin Learning Foundation,50000.0
71278,CHARITIES,WESTERN CAPE,Age In Action,3401380.0
71279,CHARITIES,WESTERN CAPE,St Kizito Children's Programme,216600.0
71282,CHARITIES,WESTERN CAPE,Enlighten Education Trust,349151.0
71310,CHARITIES,WESTERN CAPE,CCF Cheetah Outreach Trust,410700.0
71380,CHARITIES,WESTERN CAPE,Klawer Advice & Development Centre,151000.0
71381,CHARITIES,WESTERN CAPE,Beth Rapha Ministry,336219.0
71390,CHARITIES,WESTERN CAPE,ACVV Huis Ysterplaat,50000.0
71394,CHARITIES,WESTERN CAPE,Smurfies Pre School Centre,188250.0
71412,CHARITIES,WESTERN CAPE,Edu Compass Community Dev Services,470000.0
71435,CHARITIES,WESTERN CAPE,Moemfies Playgroup,131000.0
71451,CHARITIES,WESTERN CAPE,Southern Cape Land Committee Trust,667511.0
71462,CHARITIES,WESTERN CAPE,Wagon of Hope Foundation,379000.0
71466,CHARITIES,WESTERN CAPE,U-turn Homeless Ministries,681300.0
71472,CHARITIES,WESTERN CAPE,Etafeni Day Care Centre Trust,999746.0
71488,CHARITIES,WESTERN CAPE,Rape Crisis Cape Town Trust,695836.0
71518,CHARITIES,WESTERN CAPE,Noxolo Educare,140057.0
71618,CHARITIES,WESTERN CAPE,ACVV Cape Town,451900.0
71761,CHARITIES,WESTERN CAPE,The Valleys and Mountains Development Foundation,119500.0
71837,CHARITIES,WESTERN CAPE,FAMSA  Knysna,530620.0
71851,CHARITIES,WESTERN CAPE,Cape Town City Mission Admin Account,386293.0
71855,CHARITIES,WESTERN CAPE,Elkana Childcare,404500.0
72055,CHARITIES,WESTERN CAPE,Qolothani Makhosikazi Social & Cultural Services,331498.0
72101,CHARITIES,WESTERN CAPE,George Association for the Physically Disabled,485040.0
72105,CHARITIES,WESTERN CAPE,Goodwood Jubilee Memorial Homes,118250.0
72206,CHARITIES,WESTERN CAPE,West Coast Community HIV/Aids Initiative,392000.0
72215,CHARITIES,WESTERN CAPE,South African Education and Environment,397284.0
72232,CHARITIES,WESTERN CAPE,Maokeng Assoc for People Living with Aids,578301.0
72238,CHARITIES,WESTERN CAPE,Adonis Musati Project,435900.0
72293,CHARITIES,WESTERN CAPE,St. Monica’s Centre,119500.0
72302,CHARITIES,WESTERN CAPE,Elukhanyeni Day Care Centre,283142.0
72375,CHARITIES,WESTERN CAPE,Future Stars Day Care Centre,124500.0
72381,CHARITIES,WESTERN CAPE,Rusthof Old Age Home,271761.0
72389,CHARITIES,WESTERN CAPE,Vuzokuhle Educare Centre,164750.0
72390,CHARITIES,WESTERN CAPE,Wamakersvallei Opleidingsentrum,308100.0
72394,CHARITIES,WESTERN CAPE,Vukukhanye Pre School,162500.0
72409,CHARITIES,WESTERN CAPE,ACVV Riebeek Kasteel,351000.0
72414,CHARITIES,WESTERN CAPE,ACVV Huis Malan Jacobs,129939.0
72460,CHARITIES,WESTERN CAPE,Masithandane,846560.0
72461,CHARITIES,WESTERN CAPE,ACVV Malmesbury,328000.0
72464,CHARITIES,WESTERN CAPE,Kranshoek Child & Family Welfare Society,442641.0
72471,CHARITIES,WESTERN CAPE,Grabouw & District Child & Family Welfare Soc,817031.0
72513,CHARITIES,WESTERN CAPE,FAMSA Western Cape,772000.0
72528,CHARITIES,WESTERN CAPE,Bambanani Social Development,879929.0
72569,CHARITIES,WESTERN CAPE,ACVV Swellendam,528165.0
72724,CHARITIES,WESTERN CAPE,Alhambra Speelskool,66250.0
